pool_3/_reshape	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1x1x2048)', '(int32 2x1)'], ['(1x2048)'], 1, 2, 4]}
mixed/tower/conv_1/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)', '(64x1)', '(64x1)', '(64x1)', '(', '1', ')'], ['(1x35x35x64)'], 1, 84, 89], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 15, 15]}
mixed_3/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(3x3x288x384)'], 1, 1, 4]}
mixed_1/tower_1/conv_2/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(96x1)'], 0, 1, 3]}
mixed_4/tower_2/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 273, 275]}
mixed_7/tower_1/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 0, 25, 28], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4, 4], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4, 4]}
mixed_9/tower/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 2, 3]}
mixed_2/tower_2/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 1, 1, 4]}
mixed_10/tower_2/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_9/tower/mixed/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 18, 22], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_7/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 1, 2]}
conv_1/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(32x1)'], 0, 2, 3]}
mixed_7/tower_1/conv_3/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(7x1x192x192)'], ['(1x17x17x192)'], 1, 65, 70], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 194, 194], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 194, 194]}
mixed_10/tower_1/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(448x1)'], 0, 1, 2]}
mixed_9/tower_2/conv/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x192)', '(192x1)', '(192x1)', '(192x1)', '(', '1', ')'], ['(1x8x8x192)'], 0, 39, 43], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7, 7], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7, 7]}
mixed_1/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 0, 2, 3]}
mixed_10/tower_1/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(448x1)'], 0, 1, 2]}
mixed_8/tower_1/conv_3/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x192)'], ['(1x8x8x192)'], 2, 2, 7]}
mixed_7/tower_1/conv_4/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_6/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 2, 5]}
mixed_3/tower/conv_2/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(3x3x96x96)'], 0, 14, 16]}
_ZN10tensorflow83_GLOBAL__N__59_tmpxft_00001e6f_00000000_6_check_numerics_op_gpu_cu_cpp1_ii_99cbec1319CheckNumericsKernelIfEEvPKT_iPi	_ZN10tensorflow83_GLOBAL__N__59_tmpxft_00001e6f_00000000_6_check_numerics_op_gpu_cu_cpp1_ii_99cbec1319CheckNumericsKernelIfEEvPKT_iPi	{'/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 513, 513], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 513, 513]}
mixed_10/tower_1/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 1, 2]}
mixed_7/tower_1/conv_3/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 267, 270]}
mixed/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 0, 17, 20], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4, 4], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4, 4]}
mixed_10/tower/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 237, 240]}
mixed_6/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 12, 15], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_9/tower_1/mixed/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 1, 2]}
mixed/tower/conv_1/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 0, 2, 3]}
mixed_5/tower/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)'], ['(1x17x17x160)'], 0, 12, 14], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_9/tower_2/conv/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x1280)', '(1x1x1280x192)'], ['(1x8x8x192)'], 1, 27, 32], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 21, 21], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 21, 21]}
mixed_2/tower_1/conv_2/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(96x1)'], 0, 3, 5]}
mixed_9/tower_1/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 1, 23, 26], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_5/tower_1/conv_3/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(7x1x160x160)'], 0, 2, 3]}
mixed_9/tower_1/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(448x1)'], 1, 1, 2]}
mixed_1/tower_1/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 0, 15, 16]}
mixed_9/tower/mixed/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x3x384x384)'], 0, 2, 16]}
mixed_2/join	Concat	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')', '(1x35x35x64)', '(1x35x35x64)', '(1x35x35x96)', '(1x35x35x64)'], ['(1x35x35x288)'], 1, 31, 37], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 22, 22], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 22, 22]}
mixed_6/tower/conv_2/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(192x1)', '(192x1)', '(192x1)', '(', '1', ')'], ['(1x17x17x192)'], 1, 61, 67], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 11, 11], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 11, 11]}
pool_3	AvgPool	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x2048)'], ['(1x1x1x2048)'], 1, 14, 18], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 49, 49], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 49, 49]}
mixed_5/tower_1/conv_1/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 1, 1, 4]}
mixed_3/tower/conv/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 1, 2, 4]}
mixed_10/tower_2/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x192)'], ['(1x8x8x192)'], 0, 21, 24], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed/tower/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 0, 13, 15], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed/tower/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x48)'], ['(1x35x35x48)'], 2, 419, 426]}
mixed_10/tower_1/conv/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x448)'], ['(1x8x8x448)'], 1, 213, 215]}
mixed_2/tower/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x48)', '(5x5x48x64)'], ['(1x35x35x64)'], 0, 109, 117], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 160, 160], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 160, 160]}
mixed_2/tower_1/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x288x64)'], 0, 2, 3]}
mixed_7/tower_1/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(7x1x192x192)'], ['(1x17x17x192)'], 1, 134, 139], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 196, 196], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 196, 196]}
mixed_4/tower_1/conv_2/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(128x1)'], 0, 1, 21]}
mixed_9/tower_2/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x1280x192)'], 0, 1, 2]}
mixed_9/tower/mixed/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 0, 14, 16], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1, 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1, 1]}
mixed/tower/conv/batchnorm/gamma	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(48x1)'], 1, 1, 3]}
mixed_3/tower/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(3x3x64x96)'], 0, 2, 4]}
mixed_10/tower_1/mixed/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x384)'], ['(1x8x8x384)'], 0, 14, 16], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_4/tower_1/conv_4/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 176, 179]}
mixed_4/tower/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x7x128x128)'], 0, 2, 3]}
mixed_8/tower_1/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 2, 5]}
mixed_2/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x288x64)'], 0, 2, 4]}
mixed_5/tower_1/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 0, 2, 3]}
mixed_8/tower_1/conv_1/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)'], ['(1x17x17x192)'], 1, 432, 436]}
mixed_2/tower_2/conv/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 1, 2, 6]}
mixed_6/tower_1/conv/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)', '(160x1)', '(160x1)', '(160x1)', '(', '1', ')'], ['(1x17x17x160)'], 1, 81, 86], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 10, 10], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 10, 10]}
mixed_1/tower/conv_1/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x48)', '(5x5x48x64)'], ['(1x35x35x64)'], 0, 93, 98], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 162, 162], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 162, 162]}
mixed_8/tower_1/conv_3	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x192)'], ['(1x8x8x192)'], 0, 14, 16], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_4/tower_1/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x128)'], ['(1x17x17x128)'], 0, 15, 17], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed_7/tower/conv/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x768)', '(1x1x768x192)'], ['(1x17x17x192)'], 1, 24, 26], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 28, 28], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 28, 28]}
mixed_7/tower/conv_2/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 1, 2]}
mixed_3/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 2, 3]}
mixed/tower_1/conv/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1x192x64)'], 0, 2, 3]}
mixed_6/tower_1/conv_4/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(192x1)', '(192x1)', '(192x1)', '(', '1', ')'], ['(1x17x17x192)'], 0, 25, 28], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 14, 14], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 14, 14]}
mixed_9/tower_1/conv_1/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 1, 2]}
mixed_1/conv/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)', '(64x1)', '(64x1)', '(64x1)', '(', '1', ')'], ['(1x35x35x64)'], 1, 24, 28], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 16, 16], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 16, 16]}
pool_1/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x71x71x192)'], ['(1x71x71x192)'], 1, 121, 123]}
mixed_2/tower_1/conv_1/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x96)'], ['(1x35x35x96)'], 1, 345, 348]}
mixed_4/tower_1/conv_4/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_1/tower_2/conv/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 1, 1, 3]}
mixed_9/tower/mixed/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(384x1)'], 0, 19, 20]}
mixed_2/tower/conv_1	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)'], ['(1x35x35x64)'], 0, 15, 17], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
mixed_4/tower_1/conv_1/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x128)'], ['(1x17x17x128)'], 1, 1, 4]}
mixed_8/tower_1/conv_2/batchnorm/beta	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
conv_2/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(3x3x32x64)'], 1, 1, 4]}
mixed_7/tower_1/conv_3/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 1, 1, 3]}
mixed_8/tower_1/conv_2/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x192)', '(192x1)', '(192x1)', '(192x1)', '(', '1', ')'], ['(1x17x17x192)'], 0, 25, 28], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 14, 14], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 14, 14]}
mixed_5/tower_1/conv_3/CheckNumerics	CheckNumerics	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x160)'], ['(1x17x17x160)'], 1, 194, 197]}
mixed_4/tower_1/conv_2/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x128)'], ['(1x17x17x128)'], 1, 2, 6]}
mixed_2/tower_1/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(3x3x64x96)'], 0, 2, 3]}
mixed_8/tower_1/conv_3/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(192x1)'], 0, 2, 3]}
mixed_1/tower/conv_1/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x64)', '(64x1)', '(64x1)', '(64x1)', '(', '1', ')'], ['(1x35x35x64)'], 1, 51, 56], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 17, 17], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 17, 17]}
mixed_6/tower_1/conv_3/batchnorm/moving_mean	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 1, 1, 2]}
mixed_1/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(64x1)'], 1, 1, 5]}
mixed_9/tower_2/conv	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x8x8x192)'], ['(1x8x8x192)'], 1, 15, 18], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
mixed/tower/conv/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x192)', '(1x1x192x48)'], ['(1x35x35x48)'], 0, 11, 13], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 13, 13], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 13, 13]}
mixed_4/tower_1/conv_1/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(7x1x128x128)'], 1, 1, 3]}
mixed_6/tower/conv_2/conv2d_params	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(7x1x160x192)'], 1, 1, 3]}
mixed_1/tower_1/conv_2/control_dependency	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x96)'], ['(1x35x35x96)'], 1, 3, 6]}
mixed/tower_1/conv_2/batchnorm	BatchNormWithGlobalNormalization	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x35x35x96)', '(96x1)', '(96x1)', '(96x1)', '(', '1', ')'], ['(1x35x35x96)'], 1, 37, 41], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 17, 17], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 17, 17]}
mixed_5/tower/conv/batchnorm/moving_variance	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(160x1)'], 1, 1, 3]}
mixed_6/tower_1/conv/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x17x17x768)', '(1x1x768x160)'], ['(1x17x17x160)'], 1, 11, 14], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 24, 24], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 24, 24]}
